ID,Name,Artists,Streams,S.Week,BB.Week
15113,goosebumps,Travis Scott,2038313,2018-08-24,2018-08-25
15114,Roll In Peace,Kodak Black,2009217,2018-08-24,2018-08-25
15115,Narcos,Migos,1989691,2018-08-24,2018-08-25
15116,HUMBLE.,Kendrick Lamar,1985387,2018-08-24,2018-08-25
15117,Champion,NAV,1970178,2018-08-24,2018-08-25
15118,you should see me in a crown,Billie Eilish,1957944,2018-08-24,2018-08-25
15119,APESHIT,The Carters,1953469,2018-08-24,2018-08-25
15120,This Is America,Childish Gambino,1944009,2018-08-24,2018-08-25
15121,Nevermind,Dennis Lloyd,1937081,2018-08-24,2018-08-25
15122,Red Roses,Lil Skies,1936748,2018-08-24,2018-08-25
15123,Life Goes On,Lil Baby,1932251,2018-08-24,2018-08-25
15124,ASTROTHUNDER,Travis Scott,1926487,2018-08-24,2018-08-25
15125,Thunderclouds,Sia,1921197,2018-08-24,2018-08-25
15126,It's A Slime,Young Thug,1904847,2018-08-24,2018-08-25
15127,Call Out My Name,The Weeknd,1902971,2018-08-24,2018-08-25
15128,PICK IT UP,Famous Dex,1900637,2018-08-24,2018-08-25
15129,Playinwitme,KYLE,1894553,2018-08-24,2018-08-25
15130,Heaven,Kane Brown,1869666,2018-08-24,2018-08-25
15131,Noticed,Lil Mosey,1866858,2018-08-24,2018-08-25
15132,Havana,Camila Cabello,1863724,2018-08-24,2018-08-25
15133,Simple,Florida Georgia Line,1853490,2018-08-24,2018-08-25
15134,Stay,Post Malone,1843360,2018-08-24,2018-08-25
15135,Thunder,Imagine Dragons,1839034,2018-08-24,2018-08-25
15136,Bed,Nicki Minaj,1837874,2018-08-24,2018-08-25
15137,Don't Leave Me Alone,David Guetta,1832534,2018-08-24,2018-08-25
15138,Chun-Li,Nicki Minaj,1826762,2018-08-24,2018-08-25
15139,Dark Knight Dummo,Trippie Redd,1795017,2018-08-24,2018-08-25
15140,Ocean,Martin Garrix,1792104,2018-08-24,2018-08-25
15141,SKELETONS,Travis Scott,1777893,2018-08-24,2018-08-25
15142,Young Dumb & Broke,Khalid,1776841,2018-08-24,2018-08-25
15143,No Rest,Lil Skies,1771635,2018-08-24,2018-08-25
15144,Location,Khalid,1756568,2018-08-24,2018-08-25
15145,Bigger Than You,2 Chainz,1746951,2018-08-24,2018-08-25
15146,King's Dead,"Jay Rock, Kendrick Lamar, Future, James Blake",1746599,2018-08-24,2018-08-25
15147,Stir Fry,Migos,1746477,2018-08-24,2018-08-25
15148,All The Stars,"Kendrick Lamar, SZA",1737974,2018-08-24,2018-08-25
15149,Believer,Imagine Dragons,1732212,2018-08-24,2018-08-25
15150,Bank Account,21 Savage,1718944,2018-08-24,2018-08-25
15151,idontwannabeyouanymore,Billie Eilish,1710690,2018-08-24,2018-08-25
15152,Bounce Out With That,YBN Nahmir,1709426,2018-08-24,2018-08-25
15153,Ned Flanders,MadeinTYO,1707002,2018-08-24,2018-08-25
15154,Paranoid,Post Malone,1698411,2018-08-24,2018-08-25
15155,Creeping,Lil Skies,1697716,2018-08-24,2018-08-25
15156,TATI,6ix9ine,1691445,2018-08-24,2018-08-25
15157,Betrayed,Lil Xan,1689915,2018-08-24,2018-08-25
15158,Rich & Sad,Post Malone,1680957,2018-08-24,2018-08-25
15159,NUMB,XXXTENTACION,1665527,2018-08-24,2018-08-25
15160,Side Effects,The Chainsmokers,1660170,2018-08-24,2018-08-25
15161,Beautiful Crazy,Luke Combs,1645428,2018-08-24,2018-08-25
15162,Black & White,Juice WRLD,1645288,2018-08-24,2018-08-25
15163,Freaky Friday,Lil Dicky,1640668,2018-08-24,2018-08-25
15164,Leave Me Alone,Flipp Dinero,1638689,2018-08-24,2018-08-25
15165,Bodak Yellow,Cardi B,1619429,2018-08-24,2018-08-25
15166,ocean eyes,Billie Eilish,1618862,2018-08-24,2018-08-25
15167,Connection,OneRepublic,1617090,2018-08-24,2018-08-25
15168,Album of the Year - Freestyle,J. Cole,1611641,2018-08-24,2018-08-25
15169,Speechless,Dan + Shay,1595532,2018-08-24,2018-08-25
15170,Born To Be Yours,Kygo,1590270,2018-08-24,2018-08-25
15171,1-800-273-8255,Logic,1589555,2018-08-24,2018-08-25
15172,Magic In The Hamptons,Social House,1588247,2018-08-24,2018-08-25
15173,Africa,Toto,1586537,2018-08-24,2018-08-25
15174,FRIENDS,Marshmello,1581113,2018-08-24,2018-08-25
15175,You Make It Easy,Jason Aldean,1568120,2018-08-24,2018-08-25
15176,The Way Life Goes,Lil Uzi Vert,1561481,2018-08-24,2018-08-25
15177,LOVE.,Kendrick Lamar,1551671,2018-08-24,2018-08-25
15178,Plain Jane,A$AP Ferg,1550437,2018-08-24,2018-08-25
15179,2002,Anne-Marie,1549181,2018-08-24,2018-08-25
15180,Whenever,Kris Kross Amsterdam,1547704,2018-08-24,2018-08-25
15181,Fr Fr,Wiz Khalifa,1538286,2018-08-24,2018-08-25
15182,Shape of You,Ed Sheeran,1533596,2018-08-24,2018-08-25
15183,Blue Tacoma,Russell Dickerson,1533397,2018-08-24,2018-08-25
15184,KOD,J. Cole,1527617,2018-08-24,2018-08-25
15185,Let You Down,NF,1524891,2018-08-24,2018-08-25
15186,LAMB TALK,Quavo,1523847,2018-08-24,2018-08-25
15187,Spoil My Night,Post Malone,1491972,2018-08-24,2018-08-25
15188,MotorSport,Migos,1483053,2018-08-24,2018-08-25
15189,Perfect,Ed Sheeran,1482209,2018-08-24,2018-08-25
15190,Finest Hour,Cash Cash,1475923,2018-08-24,2018-08-25
15191,Best Part,H.E.R.,1469851,2018-08-24,2018-08-25
15192,I Don't Wanna Do This Anymore,XXXTENTACION,1467195,2018-08-24,2018-08-25
15193,Can’t Take A Joke,Drake,1465654,2018-08-24,2018-08-25
15194,No Limit,G-Eazy,1461135,2018-08-24,2018-08-25
15195,Missing My Idols,Trippie Redd,1458903,2018-08-24,2018-08-25
15196,TOOTIMETOOTIMETOOTIME,The 1975,1453052,2018-08-24,2018-08-25
15197,Silence,Marshmello,1435913,2018-08-24,2018-08-25
15198,broken,lovelytheband,1432246,2018-08-24,2018-08-25
15199,Despacito - Remix,Luis Fonsi,9756365,2017-07-21,2017-07-22
15200,Wild Thoughts,DJ Khaled,9194244,2017-07-21,2017-07-22
15201,XO TOUR Llif3,Lil Uzi Vert,9170762,2017-07-21,2017-07-22
15202,Unforgettable,French Montana,8838696,2017-07-21,2017-07-22
15203,I'm the One,DJ Khaled,7781383,2017-07-21,2017-07-22
15204,HUMBLE.,Kendrick Lamar,7565142,2017-07-21,2017-07-22
15205,Congratulations,Post Malone,6524714,2017-07-21,2017-07-22
15206,Feels,Calvin Harris,5593740,2017-07-21,2017-07-22
15207,Sorry Not Sorry,Demi Lovato,5581603,2017-07-21,2017-07-22
15208,Redbone,Childish Gambino,5470749,2017-07-21,2017-07-22
15209,Location,Khalid,5365039,2017-07-21,2017-07-22
15210,BUTTERFLY EFFECT,Travis Scott,5301837,2017-07-21,2017-07-22
15211,Slide,Calvin Harris,5119216,2017-07-21,2017-07-22
15212,Strip That Down,Liam Payne,5086805,2017-07-21,2017-07-22
15213,DNA.,Kendrick Lamar,4979560,2017-07-21,2017-07-22
15214,Bank Account,21 Savage,4915060,2017-07-21,2017-07-22
15215,Attention,Charlie Puth,4854196,2017-07-21,2017-07-22
15216,Body Like A Back Road,Sam Hunt,4770685,2017-07-21,2017-07-22
15217,Magnolia,Playboi Carti,4736395,2017-07-21,2017-07-22
15218,Believer,Imagine Dragons,4730862,2017-07-21,2017-07-22
15219,Signs,Drake,4644328,2017-07-21,2017-07-22
15220,1-800-273-8255,Logic,4587668,2017-07-21,2017-07-22
15221,Mi Gente,J Balvin,4503684,2017-07-21,2017-07-22
15222,Mask Off,Future,4496049,2017-07-21,2017-07-22
15223,goosebumps,Travis Scott,4301437,2017-07-21,2017-07-22
15224,Slippery,Migos,4177594,2017-07-21,2017-07-22
15225,That's What I Like,Bruno Mars,4011325,2017-07-21,2017-07-22
15226,Rollin,Calvin Harris,3956511,2017-07-21,2017-07-22
15227,Slow Hands,Niall Horan,3947625,2017-07-21,2017-07-22
15228,Thunder,Imagine Dragons,3878303,2017-07-21,2017-07-22
15229,Praying,Kesha,3842388,2017-07-21,2017-07-22
15230,Drowning,A Boogie Wit da Hoodie,3839404,2017-07-21,2017-07-22
15231,Now Or Never,Halsey,3795355,2017-07-21,2017-07-22
15232,There's Nothing Holdin' Me Back,Shawn Mendes,3725424,2017-07-21,2017-07-22
15233,Shape of You,Ed Sheeran,3711858,2017-07-21,2017-07-22
15234,I Like Me Better,Lauv,3710828,2017-07-21,2017-07-22
15235,LOVE.,Kendrick Lamar,3597344,2017-07-21,2017-07-22
15236,Stay,"Zedd, Alessia Cara",3527451,2017-07-21,2017-07-22
15237,Young Dumb & Broke,Khalid,3398474,2017-07-21,2017-07-22
15238,4:00 AM,2 Chainz,3393430,2017-07-21,2017-07-22
15239,It's A Vibe,2 Chainz,3285931,2017-07-21,2017-07-22
15240,Passionfruit,Drake,3284107,2017-07-21,2017-07-22
15241,iSpy,KYLE,3252997,2017-07-21,2017-07-22
15242,LOYALTY.,Kendrick Lamar,3009791,2017-07-21,2017-07-22
15243,Crying in the Club,Camila Cabello,2975250,2017-07-21,2017-07-22
15244,No Complaints,Metro Boomin,2946536,2017-07-21,2017-07-22
15245,Despacito (Featuring Daddy Yankee),Luis Fonsi,2824461,2017-07-21,2017-07-22
15246,Numb,21 Savage,2700435,2017-07-21,2017-07-22
15247,Something Just Like This,The Chainsmokers,2628367,2017-07-21,2017-07-22
15248,Love Galore,SZA,2547130,2017-07-21,2017-07-22
15249,There for You,Martin Garrix,2508154,2017-07-21,2017-07-22
15250,Know No Better,Major Lazer,2433995,2017-07-21,2017-07-22
15251,A Lie,French Montana,2430257,2017-07-21,2017-07-22
15252,Tunnel Vision,Kodak Black,2340968,2017-07-21,2017-07-22
15253,wokeuplikethis*,Playboi Carti,2333601,2017-07-21,2017-07-22
15254,Bounce Back,Big Sean,2312682,2017-07-21,2017-07-22
15255,do re mi,blackbear,2284197,2017-07-21,2017-07-22
15256,Portland,Drake,2271862,2017-07-21,2017-07-22
15257,Most Girls,Hailee Steinfeld,2269402,2017-07-21,2017-07-22
15258,Say You Won't Let Go,James Arthur,2251407,2017-07-21,2017-07-22
15259,Feel It Still,Portugal. The Man,2243866,2017-07-21,2017-07-22
15260,More Than You Know,Axwell /\ Ingrosso,2240980,2017-07-21,2017-07-22
15261,Issues,Julia Michaels,2231871,2017-07-21,2017-07-22
15262,Closer,The Chainsmokers,2206279,2017-07-21,2017-07-22
15263,Down,Fifth Harmony,2171880,2017-07-21,2017-07-22
15264,Malibu,Miley Cyrus,2165377,2017-07-21,2017-07-22
15265,Mama,Jonas Blue,2148530,2017-07-21,2017-07-22
15266,Swang,Rae Sremmurd,2145907,2017-07-21,2017-07-22
15267,T-Shirt,Migos,2144113,2017-07-21,2017-07-22
15268,New Rules,Dua Lipa,2112847,2017-07-21,2017-07-22
15269,Craving You,Thomas Rhett,2108058,2017-07-21,2017-07-22
15270,Bad and Boujee,Migos,2098039,2017-07-21,2017-07-22
15271,Swalla,Jason Derulo,2088818,2017-07-21,2017-07-22
15272,ELEMENT.,Kendrick Lamar,2072359,2017-07-21,2017-07-22
15273,Look At Me!,XXXTENTACION,2011444,2017-07-21,2017-07-22
15274,Get Low,"Zedd, Liam Payne",1974998,2017-07-21,2017-07-22
15275,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,1968434,2017-07-21,2017-07-22
15276,Your Song,Rita Ora,1920526,2017-07-21,2017-07-22
15277,Fake Love,Drake,1906319,2017-07-21,2017-07-22
15278,Felices los 4,Maluma,1889599,2017-07-21,2017-07-22
15279,Met Gala,Gucci Mane,1886066,2017-07-21,2017-07-22
15280,First Day Out,Tee Grizzley,1884291,2017-07-21,2017-07-22
15281,Starboy,The Weeknd,1861914,2017-07-21,2017-07-22
15282,No Promises,Cheat Codes,1856692,2017-07-21,2017-07-22
15283,Rolex,"Ayo, Teo",1856117,2017-07-21,2017-07-22
15284,Summer Bummer,Lana Del Rey,1845286,2017-07-21,2017-07-22
15285,Broccoli,DRAM,1804497,2017-07-21,2017-07-22
15286,No Problem,Chance the Rapper,1744684,2017-07-21,2017-07-22
15287,Gyalchester,Drake,1739246,2017-07-21,2017-07-22
15288,One Dance,Drake,1730712,2017-07-21,2017-07-22
15289,pick up the phone,Young Thug,1682655,2017-07-21,2017-07-22
15290,Losin Control,Russ,1670013,2017-07-21,2017-07-22
15291,beibs in the trap,Travis Scott,1664111,2017-07-21,2017-07-22
15292,White Iverson,Post Malone,1661563,2017-07-21,2017-07-22
15293,Hurricane,Luke Combs,1652589,2017-07-21,2017-07-22
15294,Rake It Up,Yo Gotti,1650536,2017-07-21,2017-07-22
15295,Money Longer,Lil Uzi Vert,1633839,2017-07-21,2017-07-22
15296,Go Flex,Post Malone,1621123,2017-07-21,2017-07-22
15297,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,1614691,2017-07-21,2017-07-22
15298,X,21 Savage,1608359,2017-07-21,2017-07-22
15299,Caroline,Aminé,1603639,2017-07-21,2017-07-22
15300,Everyday We Lit,YFN Lucci,1576802,2017-07-21,2017-07-22
15301,Small Town Boy,Dustin Lynch,1570602,2017-07-21,2017-07-22
15302,Relationship,Young Thug,1559902,2017-07-21,2017-07-22
15303,Neighbors,J. Cole,1547673,2017-07-21,2017-07-22
15304,PRBLMS,6LACK,1544820,2017-07-21,2017-07-22
15305,Whatever It Takes,Imagine Dragons,1527082,2017-07-21,2017-07-22
15306,No Role Modelz,J. Cole,1518133,2017-07-21,2017-07-22
15307,What Ifs,Kane Brown,1515976,2017-07-21,2017-07-22
15308,Woman,Kesha,1512939,2017-07-21,2017-07-22
15309,Escápate Conmigo,Wisin,1477892,2017-07-21,2017-07-22
15310,Sign of the Times,Harry Styles,1463751,2017-07-21,2017-07-22
15311,24K Magic,Bruno Mars,1456296,2017-07-21,2017-07-22
15312,Paris,The Chainsmokers,1452753,2017-07-21,2017-07-22
15313,I Feel It Coming,The Weeknd,1446891,2017-07-21,2017-07-22
15314,Horses,"PnB Rock, Kodak Black, A Boogie Wit da Hoodie",1445495,2017-07-21,2017-07-22
15315,You Was Right,Lil Uzi Vert,1439916,2017-07-21,2017-07-22
15316,Candy Paint,Post Malone,1437531,2017-07-21,2017-07-22
15317,In Case You Didn't Know,Brett Young,1435056,2017-07-21,2017-07-22
15318,What They Want,Russ,1432121,2017-07-21,2017-07-22
15319,Symphony,Clean Bandit,1417314,2017-07-21,2017-07-22
15320,Jump Out The Window,Big Sean,1416918,2017-07-21,2017-07-22
15321,Two High,Moon Taxi,1414022,2017-07-21,2017-07-22
15322,Castle on the Hill,Ed Sheeran,1403583,2017-07-21,2017-07-22
15323,Bad Business,21 Savage,1398708,2017-07-21,2017-07-22
15324,Rich Love,"OneRepublic, Seeb",1382817,2017-07-21,2017-07-22
15325,Don't Let Me Down,The Chainsmokers,1382140,2017-07-21,2017-07-22
15326,Audi.,Smokepurpp,1369392,2017-07-21,2017-07-22
15327,Starving,Hailee Steinfeld,1360735,2017-07-21,2017-07-22
15328,Low Life,Future,1356410,2017-07-21,2017-07-22
15329,Homemade Dynamite,Lorde,1354873,2017-07-21,2017-07-22
15330,No Vacancy,OneRepublic,1343959,2017-07-21,2017-07-22
15331,Reminder,The Weeknd,1343464,2017-07-21,2017-07-22
15332,Flex Like Ouu,Lil Pump,1340433,2017-07-21,2017-07-22
15333,Famous,21 Savage,1339058,2017-07-21,2017-07-22
15334,Everybody,Logic,1338398,2017-07-21,2017-07-22
15335,Selfish,Future,1333931,2017-07-21,2017-07-22
15336,Black Beatles,Rae Sremmurd,1327618,2017-07-21,2017-07-22
15337,Miracles (Someone Special),Coldplay,1309538,2017-07-21,2017-07-22
15338,Myself,NAV,1307526,2017-07-21,2017-07-22
15339,No Heart,21 Savage,1300721,2017-07-21,2017-07-22
15340,Moves,Big Sean,1295181,2017-07-21,2017-07-22
15341,Who Dat Boy,"Tyler, The Creator",1295000,2017-07-21,2017-07-22
15342,Perfect Pint,Mike WiLL Made-It,1287039,2017-07-21,2017-07-22
15343,The Night We Met,Lord Huron,1284607,2017-07-21,2017-07-22
15344,Saved,Khalid,1282547,2017-07-21,2017-07-22
15345,From The D To The A,Tee Grizzley,1277459,2017-07-21,2017-07-22
15346,Galway Girl,Ed Sheeran,1277416,2017-07-21,2017-07-22
15347,Don't,Bryson Tiller,1276100,2017-07-21,2017-07-22
15348,Run Me Dry,Bryson Tiller,1273897,2017-07-21,2017-07-22
15349,Super Far,LANY,1269546,2017-07-21,2017-07-22
15350,Ex Calling,6LACK,1262956,2017-07-21,2017-07-22
15351,Love U Better,Ty Dolla $ign,1260806,2017-07-21,2017-07-22
15352,Weak,AJR,1258928,2017-07-21,2017-07-22
15353,High Without Your Love,Loote,1255842,2017-07-21,2017-07-22
15354,Heartache On The Dance Floor,Jon Pardi,1250718,2017-07-21,2017-07-22
15355,RAF,A$AP Mob,1247335,2017-07-21,2017-07-22
15356,My Girl,Dylan Scott,1240928,2017-07-21,2017-07-22
15357,"How Far I'll Go - From ""Moana""",Alessia Cara,1233589,2017-07-21,2017-07-22
15358,The Cure,Lady Gaga,1231314,2017-07-21,2017-07-22
15359,Some Way,NAV,1230435,2017-07-21,2017-07-22
15360,Exchange,Bryson Tiller,1228228,2017-07-21,2017-07-22
15361,Bring Dem Things,French Montana,1227112,2017-07-21,2017-07-22
15362,Till I Collapse,Eminem,1222595,2017-07-21,2017-07-22
15363,Selfish,PnB Rock,1213917,2017-07-21,2017-07-22
15364,Ahora Dice,Chris Jeday,1212047,2017-07-21,2017-07-22
15365,Up,NAV,1202009,2017-07-21,2017-07-22
15366,Skateboard P,MadeinTYO,1198095,2017-07-21,2017-07-22
15367,Good Drank,2 Chainz,1198038,2017-07-21,2017-07-22
15368,Chill Bill,Rob $tone,1194105,2017-07-21,2017-07-22
15369,How Far I'll Go,Auli'i Cravalho,1184577,2017-07-21,2017-07-22
15370,Extra Luv,Future,1180162,2017-07-21,2017-07-22
15371,Nobody Else But You,Trey Songz,1175262,2017-07-21,2017-07-22
15372,Love On The Brain,Rihanna,1174476,2017-07-21,2017-07-22
15373,8TEEN,Khalid,1169130,2017-07-21,2017-07-22
15374,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,1168485,2017-07-21,2017-07-22
15375,Both,Gucci Mane,1165101,2017-07-21,2017-07-22
15376,H.O.L.Y.,Florida Georgia Line,1158287,2017-07-21,2017-07-22
15377,No Such Thing as a Broken Heart,Old Dominion,1155994,2017-07-21,2017-07-22
15378,Reminding Me,Shawn Hook,1153436,2017-07-21,2017-07-22
15379,Panda,Desiigner,1148007,2017-07-21,2017-07-22
15380,The Fighter,Keith Urban,1145220,2017-07-21,2017-07-22
15381,XXX.,Kendrick Lamar,1137809,2017-07-21,2017-07-22
15382,Heathens,twenty one pilots,1124925,2017-07-21,2017-07-22
15383,Ride,twenty one pilots,1123991,2017-07-21,2017-07-22
15384,Die A Happy Man,Thomas Rhett,1123723,2017-07-21,2017-07-22
15385,The Weekend,SZA,1114483,2017-07-21,2017-07-22
15386,V. 3005,Childish Gambino,1108134,2017-07-21,2017-07-22
15387,Gassed Up,Nebu Kiniza,1107176,2017-07-21,2017-07-22
15388,FaceTime,21 Savage,1106044,2017-07-21,2017-07-22
15389,My Shit,A Boogie Wit da Hoodie,1097251,2017-07-21,2017-07-22
15390,Me Rehúso,Danny Ocean,1096216,2017-07-21,2017-07-22
15391,Get Right Witcha,Migos,1095787,2017-07-21,2017-07-22
15392,Perfect,Ed Sheeran,1095298,2017-07-21,2017-07-22
15393,Hometown Girl,Josh Turner,1093754,2017-07-21,2017-07-22
15394,911 / Mr. Lonely,"Tyler, The Creator",1092436,2017-07-21,2017-07-22
15395,SICKO MODE,Travis Scott,12071818,2018-08-31,2018-09-01
15396,FEFE,6ix9ine,11286750,2018-08-31,2018-09-01
15397,Lucid Dreams,Juice WRLD,10453245,2018-08-31,2018-09-01
15398,In My Feelings,Drake,10408120,2018-08-31,2018-09-01
15399,Nonstop,Drake,7314039,2018-08-31,2018-09-01
15400,SAD!,XXXTENTACION,7300834,2018-08-31,2018-09-01
15401,Taste,Tyga,7220577,2018-08-31,2018-09-01
15402,Breathin,Ariana Grande,7111923,2018-08-31,2018-09-01
15403,God Is A Woman,Ariana Grande,6914922,2018-08-31,2018-09-01
15404,Eastside,"benny blanco, Halsey, Khalid",6680892,2018-08-31,2018-09-01
15405,Moonlight,XXXTENTACION,6672734,2018-08-31,2018-09-01
15406,Happier,Marshmello,6451291,2018-08-31,2018-09-01
15407,I Like It,Cardi B,6305266,2018-08-31,2018-09-01
15408,Better Now,Post Malone,6294154,2018-08-31,2018-09-01
15409,No Brainer,DJ Khaled,6093774,2018-08-31,2018-09-01
15410,Yes Indeed,Lil Baby,6034202,2018-08-31,2018-09-01
15411,STARGAZING,Travis Scott,5945967,2018-08-31,2018-09-01
15412,Girls Like You,Maroon 5,5527584,2018-08-31,2018-09-01
15413,Promises,"Calvin Harris, Sam Smith",4748929,2018-08-31,2018-09-01
15414,Wasted,Juice WRLD,4579204,2018-08-31,2018-09-01
15415,Psycho,Post Malone,4553590,2018-08-31,2018-09-01
15416,Jocelyn Flores,XXXTENTACION,4546037,2018-08-31,2018-09-01
15417,All Girls Are The Same,Juice WRLD,4481204,2018-08-31,2018-09-01
15418,Youngblood,5 Seconds of Summer,4433395,2018-08-31,2018-09-01
15419,BIG BANK,YG,4396713,2018-08-31,2018-09-01
15420,Nice For What,Drake,4362646,2018-08-31,2018-09-01
15421,God's Plan,Drake,4351886,2018-08-31,2018-09-01
15422,Lean Wit Me,Juice WRLD,4271589,2018-08-31,2018-09-01
15423,Fuck Love,XXXTENTACION,4198856,2018-08-31,2018-09-01
15424,No Tears Left To Cry,Ariana Grande,4173442,2018-08-31,2018-09-01
15425,Be Alright,Dean Lewis,4098294,2018-08-31,2018-09-01
15426,Mo Bamba,Sheck Wes,4094722,2018-08-31,2018-09-01
15427,Body,Loud Luxury,4073421,2018-08-31,2018-09-01
15428,YOSEMITE,Travis Scott,4060977,2018-08-31,2018-09-01
15429,Taking A Walk,Trippie Redd,4057914,2018-08-31,2018-09-01
15430,changes,XXXTENTACION,3904375,2018-08-31,2018-09-01
15431,rockstar,Post Malone,3829141,2018-08-31,2018-09-01
15432,Happy Now,Zedd,3753258,2018-08-31,2018-09-01
15433,Beautiful,Bazzi,3725792,2018-08-31,2018-09-01
15434,Jackie Chan,Tiësto,3692815,2018-08-31,2018-09-01
15435,Look Alive,BlocBoy JB,3658894,2018-08-31,2018-09-01
15436,Everytime,Ariana Grande,3581116,2018-08-31,2018-09-01
15437,Praise The Lord (Da Shine),A$AP Rocky,3566164,2018-08-31,2018-09-01
15438,WORKIN ME,Quavo,3377180,2018-08-31,2018-09-01
15439,I Fall Apart,Post Malone,3350992,2018-08-31,2018-09-01
15440,Sweetener,Ariana Grande,3243734,2018-08-31,2018-09-01
15441,I'm Upset,Drake,3064948,2018-08-31,2018-09-01
15442,SWISH,Tyga,3019495,2018-08-31,2018-09-01
15443,Everybody Dies In Their Nightmares,XXXTENTACION,3012953,2018-08-31,2018-09-01
15444,Mob Ties,Drake,2810793,2018-08-31,2018-09-01
15445,Natural,Imagine Dragons,2803903,2018-08-31,2018-09-01
15446,Te Boté - Remix,Nio Garcia,2793766,2018-08-31,2018-09-01
15447,Chanel (Go Get It) [feat. Gunna & Lil Baby],Young Thug,2784801,2018-08-31,2018-09-01
15448,The Return,Logic,2773320,2018-08-31,2018-09-01
15449,High Hopes,Panic! At The Disco,2768786,2018-08-31,2018-09-01
15450,Rise,Jonas Blue,2759380,2018-08-31,2018-09-01
15451,Love Lies,"Khalid, Normani",2737429,2018-08-31,2018-09-01
15452,BUTTERFLY EFFECT,Travis Scott,2726970,2018-08-31,2018-09-01
15453,Ric Flair Drip (& Metro Boomin),Offset,2717135,2018-08-31,2018-09-01
15454,Ball For Me,Post Malone,2707092,2018-08-31,2018-09-01
15455,Hopeless Romantic,Wiz Khalifa,2669885,2018-08-31,2018-09-01
15456,In My Mind,Dynoro,2668177,2018-08-31,2018-09-01
15457,lovely,"Billie Eilish, Khalid",2628132,2018-08-31,2018-09-01
15458,XO TOUR Llif3,Lil Uzi Vert,2603529,2018-08-31,2018-09-01
15459,Drew Barrymore,Bryce Vine,2596038,2018-08-31,2018-09-01
15460,Tie Me Down,"Gryffin, Elley Duhé",2593569,2018-08-31,2018-09-01
15461,Plug Walk,Rich The Kid,2578342,2018-08-31,2018-09-01
15462,WAKE UP,Travis Scott,2573893,2018-08-31,2018-09-01
15463,Vaina Loca,Ozuna,2543550,2018-08-31,2018-09-01
15464,CAN'T SAY,Travis Scott,2535922,2018-08-31,2018-09-01
15465,CAROUSEL,Travis Scott,2505667,2018-08-31,2018-09-01
15466,Barbie Dreams,Nicki Minaj,2475046,2018-08-31,2018-09-01
15467,Hope,XXXTENTACION,2467609,2018-08-31,2018-09-01
15468,I'm a Mess,Bebe Rexha,2450627,2018-08-31,2018-09-01
15469,the remedy for a broken heart (why am I so in love),XXXTENTACION,2439541,2018-08-31,2018-09-01
15470,Look At Me!,XXXTENTACION,2395696,2018-08-31,2018-09-01
15471,OTW,Khalid,2392018,2018-08-31,2018-09-01
11843,Mi Gente,J Balvin,3155373,2017-10-20,2017-10-21
15473,I Like Me Better,Lauv,2386939,2018-08-31,2018-09-01
15474,Don’t Matter To Me,"Drake, Michael Jackson",2383197,2018-08-31,2018-09-01
15475,R.E.M,Ariana Grande,2369860,2018-08-31,2018-09-01
15476,Nephew,Smokepurpp,2360839,2018-08-31,2018-09-01
15477,Candy Paint,Post Malone,2349162,2018-08-31,2018-09-01
15478,Ned Flanders,MadeinTYO,2346747,2018-08-31,2018-09-01
15479,Mine,Bazzi,2341819,2018-08-31,2018-09-01
15480,Tribe,"Bas, J. Cole",2331390,2018-08-31,2018-09-01
15481,Lust,Lil Skies,2327522,2018-08-31,2018-09-01
15482,Boo'd Up,Ella Mai,2297024,2018-08-31,2018-09-01
15483,Legends,Juice WRLD,2250912,2018-08-31,2018-09-01
15484,Whenever,Kris Kross Amsterdam,2245608,2018-08-31,2018-09-01
15485,JAPAN,Famous Dex,2240590,2018-08-31,2018-09-01
15486,Meant to Be,Bebe Rexha,2238212,2018-08-31,2018-09-01
15487,NO BYSTANDERS,Travis Scott,2228587,2018-08-31,2018-09-01
15488,Back To You,Selena Gomez,2224254,2018-08-31,2018-09-01
15489,Walk It Talk It,Migos,2206724,2018-08-31,2018-09-01
15490,STOP TRYING TO BE GOD,Travis Scott,2200883,2018-08-31,2018-09-01
15491,Shoota,Playboi Carti,2192345,2018-08-31,2018-09-01
15492,R.I.P. SCREW,Travis Scott,2189972,2018-08-31,2018-09-01
15493,Solo,Clean Bandit,2188304,2018-08-31,2018-09-01
15495,Goodnight N Go,Ariana Grande,2184780,2018-08-31,2018-09-01
15496,Congratulations,Post Malone,2178189,2018-08-31,2018-09-01
15497,Pete Davidson,Ariana Grande,2176063,2018-08-31,2018-09-01
15498,All Mine,Kanye West,2104546,2018-08-31,2018-09-01
15499,No Rest,Lil Skies,2085079,2018-08-31,2018-09-01
15500,Noticed,Lil Mosey,2078699,2018-08-31,2018-09-01
15501,Narcos,Migos,2071502,2018-08-31,2018-09-01
15502,Shake It Up,Trippie Redd,2067341,2018-08-31,2018-09-01
15503,Nowadays,Lil Skies,2064427,2018-08-31,2018-09-01
15504,One Kiss,"Calvin Harris, Dua Lipa",2045376,2018-08-31,2018-09-01
