ID,Name,Artists,Streams,S.Week,BB.Week
13828,Better,Khalid,3987253,2019-05-10,2019-05-11
13829,Mixed Personalities,YNW Melly,3947545,2019-05-10,2019-05-11
13830,Without Me,Halsey,3868704,2019-05-10,2019-05-11
13831,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,3796996,2019-05-10,2019-05-11
13832,a lot,21 Savage,3778188,2019-05-10,2019-05-11
13833,lovely,Billie Eilish,3684347,2019-05-10,2019-05-11
13834,Faucet Failure,Ski Mask The Slump God,3661345,2019-05-10,2019-05-11
13835,SICKO MODE,Travis Scott,3600797,2019-05-10,2019-05-11
13836,Eastside,"benny blanco, Halsey, Khalid, Halsey, Khalid",3514333,2019-05-10,2019-05-11
13837,Happier,Marshmello,3482776,2019-05-10,2019-05-11
13838,Lucid Dreams,Juice WRLD,3462087,2019-05-10,2019-05-11
13839,That's A Rack,Lil Uzi Vert,3395336,2019-05-10,2019-05-11
13840,i,Lil Skies,3365507,2019-05-10,2019-05-11
13841,Look Back At It,A Boogie Wit da Hoodie,3354027,2019-05-10,2019-05-11
13842,"Thank U, Next",Ariana Grande,3289220,2019-05-10,2019-05-11
13843,Outta My Head,"Khalid, John Mayer",3173114,2019-05-10,2019-05-11
13844,Here With Me,Marshmello,3154493,2019-05-10,2019-05-11
13845,Better Now,Post Malone,3062765,2019-05-10,2019-05-11
13846,Clout,Offset,3044443,2019-05-10,2019-05-11
13847,Dancing With A Stranger,"Sam Smith, Normani",3005388,2019-05-10,2019-05-11
13848,Floating,ScHoolboy Q,2973112,2019-05-10,2019-05-11
13849,you should see me in a crown,Billie Eilish,2934208,2019-05-10,2019-05-11
13850,my strange addiction,Billie Eilish,2913652,2019-05-10,2019-05-11
13851,MIDDLE CHILD,PnB Rock,2884945,2019-05-10,2019-05-11
13852,3 Nights,Dominic Fike,2857029,2019-05-10,2019-05-11
13853,Earth,Lil Dicky,2846188,2019-05-10,2019-05-11
13854,Go Loko,YG,2815140,2019-05-10,2019-05-11
13855,Saturday Nights,Khalid,2811534,2019-05-10,2019-05-11
13856,SAD!,XXXTENTACION,2805309,2019-05-10,2019-05-11
13857,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",Kygo,2763998,2019-05-10,2019-05-11
13858,Shallow,Lady Gaga,2745283,2019-05-10,2019-05-11
13859,Shotta Flow,NLE Choppa,2742999,2019-05-10,2019-05-11
13860,Thotiana,Blueface,2727820,2019-05-10,2019-05-11
13861,all the good girls go to hell,Billie Eilish,2704860,2019-05-10,2019-05-11
13862,i'm so tired...,Lauv,2700535,2019-05-10,2019-05-11
13863,Mo Bamba,Sheck Wes,2658901,2019-05-10,2019-05-11
13864,xanny,Billie Eilish,2655191,2019-05-10,2019-05-11
13865,"Hey Look Ma, I Made It",Panic! At The Disco,2640841,2019-05-10,2019-05-11
13866,High Hopes,Panic! At The Disco,2635595,2019-05-10,2019-05-11
13867,ZEZE,Kodak Black,2619584,2019-05-10,2019-05-11
13868,Beautiful Crazy,Luke Combs,2575402,2019-05-10,2019-05-11
13869,Juice,Lizzo,2561108,2019-05-10,2019-05-11
13870,rockstar,Post Malone,2504778,2019-05-10,2019-05-11
13871,Summer Days,Martin Garrix,2503668,2019-05-10,2019-05-11
13872,Act Up,City Girls,2494899,2019-05-10,2019-05-11
13873,Moonlight,XXXTENTACION,2487720,2019-05-10,2019-05-11
13874,Let Me Down Slowly,Alec Benjamin,2465403,2019-05-10,2019-05-11
13875,Sweet but Psycho,Ava Max,2448278,2019-05-10,2019-05-11
13876,Leave Me Alone,Flipp Dinero,2442677,2019-05-10,2019-05-11
13877,Armed And Dangerous,Juice WRLD,2423384,2019-05-10,2019-05-11
13878,Who Do You Love,The Chainsmokers,2418883,2019-05-10,2019-05-11
13879,Power is Power,SZA,2406779,2019-05-10,2019-05-11
13880,Wake Up in the Sky,Gucci Mane,2396843,2019-05-10,2019-05-11
13881,Worth It,YK Osiris,2367943,2019-05-10,2019-05-11
13882,i love you,Billie Eilish,2312079,2019-05-10,2019-05-11
13883,Don't Call Me Up,Mabel,2308429,2019-05-10,2019-05-11
13884,Jocelyn Flores,XXXTENTACION,2305674,2019-05-10,2019-05-11
13885,Be Alright,Dean Lewis,2288273,2019-05-10,2019-05-11
13886,Racks In The Middle,Nipsey Hussle,2260950,2019-05-10,2019-05-11
13887,I Like Girls,PnB Rock,2248273,2019-05-10,2019-05-11
13888,Taste,Tyga,2219990,2019-05-10,2019-05-11
13889,I Fall Apart,Post Malone,2202418,2019-05-10,2019-05-11
13890,Hey Julie!,KYLE,2190783,2019-05-10,2019-05-11
13891,Psycho,Post Malone,2185469,2019-05-10,2019-05-11
13892,Out Of Love,Alessia Cara,2167807,2019-05-10,2019-05-11
13893,Kill This Love,BLACKPINK,2160680,2019-05-10,2019-05-11
13894,I Don't Belong In This Club,Why Don't We,2160122,2019-05-10,2019-05-11
13895,Light It Up,"Marshmello, Tyga, Chris Brown, Tyga, Chris Brown",2151220,2019-05-10,2019-05-11
13896,Yes Indeed,Lil Baby,2149964,2019-05-10,2019-05-11
13897,SLOW DANCING IN THE DARK,Joji,2142130,2019-05-10,2019-05-11
13898,My Bad,Khalid,2141939,2019-05-10,2019-05-11
13899,I Like It,Cardi B,2140214,2019-05-10,2019-05-11
13900,ocean eyes,Billie Eilish,2126672,2019-05-10,2019-05-11
13901,Please Me,Cardi B,2124429,2019-05-10,2019-05-11
13902,Walk Me Home,P!nk,2120730,2019-05-10,2019-05-11
13903,Nonstop,Drake,2110765,2019-05-10,2019-05-11
13904,Freaky,Tory Lanez,2106852,2019-05-10,2019-05-11
13905,MIA,Bad Bunny,2080637,2019-05-10,2019-05-11
13906,Splashin,Rich The Kid,2071573,2019-05-10,2019-05-11
13907,Keanu Reeves,Logic,2062093,2019-05-10,2019-05-11
13908,Cool,Jonas Brothers,2061986,2019-05-10,2019-05-11
13909,CHopstix,ScHoolboy Q,2053096,2019-05-10,2019-05-11
13910,idontwannabeyouanymore,Billie Eilish,2042989,2019-05-10,2019-05-11
13911,Youngblood,5 Seconds of Summer,2040928,2019-05-10,2019-05-11
13912,Noticed,Lil Mosey,2035929,2019-05-10,2019-05-11
13913,Ric Flair Drip (& Metro Boomin),Offset,2026700,2019-05-10,2019-05-11
13914,Sixteen,Ellie Goulding,2023742,2019-05-10,2019-05-11
13915,I Like Me Better,Lauv,2023318,2019-05-10,2019-05-11
13916,Tequila,Dan + Shay,2021362,2019-05-10,2019-05-11
13917,Goin Baby,DaBaby,2014045,2019-05-10,2019-05-11
13918,Bohemian Rhapsody - Remastered 2011,Queen,2008919,2019-05-10,2019-05-11
13919,Close To Me,"Ellie Goulding, Diplo",2001253,2019-05-10,2019-05-11
13920,Red Room,Offset,1996113,2019-05-10,2019-05-11
13921,Money,Cardi B,1994660,2019-05-10,2019-05-11
13922,All Girls Are The Same,Juice WRLD,1992533,2019-05-10,2019-05-11
13923,XO TOUR Llif3,Lil Uzi Vert,1985665,2019-05-10,2019-05-11
13924,Meant to Be,Bebe Rexha,1980905,2019-05-10,2019-05-11
13925,Speechless,Dan + Shay,1969834,2019-05-10,2019-05-11
13926,God's Plan,Drake,1962148,2019-05-10,2019-05-11
13927,Whiskey Glasses,Morgan Wallen,1945886,2019-05-10,2019-05-11
13928,Die Young,Roddy Ricch,1932112,2019-05-10,2019-05-11
13929,Congratulations,Post Malone,1918766,2019-05-10,2019-05-11
13930,Nights Like This,Kehlani,1904818,2019-05-10,2019-05-11
13931,listen before i go,Billie Eilish,1903834,2019-05-10,2019-05-11
13932,Numb Numb Juice,ScHoolboy Q,1898571,2019-05-10,2019-05-11
13933,Fuck Love,XXXTENTACION,1887536,2019-05-10,2019-05-11
13934,Young Dumb & Broke,Khalid,1881836,2019-05-10,2019-05-11
13935,bellyache,Billie Eilish,1875267,2019-05-10,2019-05-11
13936,Space Cadet,Metro Boomin,1869863,2019-05-10,2019-05-11
13937,Location,Khalid,1846977,2019-05-10,2019-05-11
13938,ilomilo,Billie Eilish,1826543,2019-05-10,2019-05-11
13939,Pure Cocaine,Lil Baby,1805521,2019-05-10,2019-05-11
13940,Slime Belief,YoungBoy Never Broke Again,1804713,2019-05-10,2019-05-11
13941,Enzo,"DJ Snake, Sheck Wes",1804575,2019-05-10,2019-05-11
13942,The Bones,Maren Morris,1788400,2019-05-10,2019-05-11
13943,Hear Me Calling,Juice WRLD,1762702,2019-05-10,2019-05-11
13944,Fast,Juice WRLD,1725412,2019-05-10,2019-05-11
13945,Make Believe,Juice WRLD,1719610,2019-05-10,2019-05-11
13946,Feeling,Juice WRLD,1719395,2019-05-10,2019-05-11
13947,HUMBLE.,Kendrick Lamar,1719391,2019-05-10,2019-05-11
13948,changes,XXXTENTACION,1718124,2019-05-10,2019-05-11
13949,Look Alive,BlocBoy JB,1717895,2019-05-10,2019-05-11
13950,Con Calma,Daddy Yankee,1712607,2019-05-10,2019-05-11
13951,Mine,Bazzi,1711148,2019-05-10,2019-05-11
13952,The Middle,Zedd,1708258,2019-05-10,2019-05-11
13953,goosebumps,Travis Scott,1692069,2019-05-10,2019-05-11
13954,Best Part,H.E.R.,1690238,2019-05-10,2019-05-11
13955,Drugs & The Internet,Lauv,1674754,2019-05-10,2019-05-11
13956,NASA,Ariana Grande,1669525,2019-05-10,2019-05-11
13957,Lost In Japan,Shawn Mendes,1668313,2019-05-10,2019-05-11
13958,YOSEMITE,Travis Scott,1667646,2019-05-10,2019-05-11
13959,HP,Maluma,1659318,2019-05-10,2019-05-11
13960,Get You The Moon,Kina,1655156,2019-05-10,2019-05-11
13961,Startender,A Boogie Wit da Hoodie,1653293,2019-05-10,2019-05-11
13962,On My Way,Alan Walker,1646578,2019-05-10,2019-05-11
13963,This Feeling,The Chainsmokers,1643761,2019-05-10,2019-05-11
13964,No Role Modelz,J. Cole,1640091,2019-05-10,2019-05-11
13965,Stop Snitchin,YG,1638495,2019-05-10,2019-05-11
13966,Taki Taki,"DJ Snake, Selena Gomez, Ozuna, Cardi B",1631535,2019-05-10,2019-05-11
13967,Beautiful,Bazzi,1631259,2019-05-10,2019-05-11
13968,Don't Stop Me Now - Remastered,Queen,1630818,2019-05-10,2019-05-11
13969,Girls Like You,Maroon 5,1623968,2019-05-10,2019-05-11
13970,Nice For What,Drake,1623227,2019-05-10,2019-05-11
13971,Lean Wit Me,Juice WRLD,1618915,2019-05-10,2019-05-11
13972,Love Me Less,MAX,1608765,2019-05-10,2019-05-11
13973,Wow. - Remix,Post Malone,1602824,2019-05-10,2019-05-11
13974,Legacy,Offset,1577369,2019-05-10,2019-05-11
13975,8,Billie Eilish,1575117,2019-05-10,2019-05-11
13976,Te Robaré,Nicky Jam,1563586,2019-05-10,2019-05-11
13977,Love Lies,"Khalid, Normani",1537551,2019-05-10,2019-05-11
13978,Candy Paint,Post Malone,1532476,2019-05-10,2019-05-11
13979,Devil's Work,Joyner Lucas,1522290,2019-05-10,2019-05-11
13980,In My Feelings,Drake,1518664,2019-05-10,2019-05-11
13981,Calling My Spirit,Kodak Black,1516487,2019-05-10,2019-05-11
13982,Empty,Juice WRLD,1506407,2019-05-10,2019-05-11
13983,Fine China,Future,1503223,2019-05-10,2019-05-11
13984,Close Friends (Lil Baby & Gunna),Lil Baby,1501894,2019-05-10,2019-05-11
13985,Say You Won't Let Go,James Arthur,1499658,2019-05-10,2019-05-11
13986,Wrong,Luh Kel,1498845,2019-05-10,2019-05-11
13987,1-800-273-8255,Logic,1491260,2019-05-10,2019-05-11
13988,No Tears Left To Cry,Ariana Grande,1489269,2019-05-10,2019-05-11
13989,Verte Ir,DJ Luian,1488640,2019-05-10,2019-05-11
13990,Secreto,Anuel AA,1486557,2019-05-10,2019-05-11
13991,So Am I,Ava Max,1484563,2019-05-10,2019-05-11
13992,Talk You Out Of It,Florida Georgia Line,1483755,2019-05-10,2019-05-11
13993,She Got the Best of Me,Luke Combs,1483603,2019-05-10,2019-05-11
13994,Thunder,Imagine Dragons,1483128,2019-05-10,2019-05-11
13995,Price On My Head,NAV,1477886,2019-05-10,2019-05-11
13996,Monopoly,"Ariana Grande, Victoria Monet",1465585,2019-05-10,2019-05-11
13997,Piece Of Your Heart,MEDUZA,1455826,2019-05-10,2019-05-11
13998,Hurricane,Luke Combs,1454604,2019-05-10,2019-05-11
17195,7 Rings,Ariana Grande,15473583,2019-02-22,2019-02-23
17196,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,14664161,2019-02-22,2019-02-23
17197,MIDDLE CHILD,J. Cole,10795201,2019-02-22,2019-02-23
17198,Wow.,Post Malone,10620802,2019-02-22,2019-02-23
17199,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,9755995,2019-02-22,2019-02-23
17200,Robbery,Juice WRLD,9127990,2019-02-22,2019-02-23
17201,Going Bad,Meek Mill,8843987,2019-02-22,2019-02-23
17202,a lot,21 Savage,8351485,2019-02-22,2019-02-23
17203,Thotiana,Blueface,8327443,2019-02-22,2019-02-23
17204,"Thank U, Next",Ariana Grande,8300160,2019-02-22,2019-02-23
17205,Murder On My Mind,YNW Melly,8115403,2019-02-22,2019-02-23
17206,NASA,Ariana Grande,7612691,2019-02-22,2019-02-23
17207,bury a friend,Billie Eilish,7160541,2019-02-22,2019-02-23
17208,Needy,Ariana Grande,7140578,2019-02-22,2019-02-23
17209,Please Me,Cardi B,7103234,2019-02-22,2019-02-23
17210,Bad Idea,Ariana Grande,6898840,2019-02-22,2019-02-23
17211,Drip Too Hard (Lil Baby & Gunna),Lil Baby,6733537,2019-02-22,2019-02-23
17212,Talk,Khalid,6642809,2019-02-22,2019-02-23
17213,SICKO MODE,Travis Scott,6367783,2019-02-22,2019-02-23
17214,Look Back At It,A Boogie Wit da Hoodie,6140208,2019-02-22,2019-02-23
17215,Bloodline,Ariana Grande,6108133,2019-02-22,2019-02-23
17216,Without Me,Halsey,6057382,2019-02-22,2019-02-23
17217,Pure Water,"Mustard, Migos",5902673,2019-02-22,2019-02-23
17218,Fake Smile,Ariana Grande,5701005,2019-02-22,2019-02-23
17219,ZEZE,Kodak Black,5638938,2019-02-22,2019-02-23
17220,Imagine,Ariana Grande,5613155,2019-02-22,2019-02-23
17221,Happier,Marshmello,5607577,2019-02-22,2019-02-23
17222,Ghostin,Ariana Grande,5266819,2019-02-22,2019-02-23
17223,Red Room,Offset,5242969,2019-02-22,2019-02-23
17224,Mo Bamba,Sheck Wes,5223983,2019-02-22,2019-02-23
17225,Dancing With A Stranger,"Sam Smith, Normani",5209226,2019-02-22,2019-02-23
17226,Swervin,A Boogie Wit da Hoodie,5200891,2019-02-22,2019-02-23
17227,i'm so tired...,Lauv,4859347,2019-02-22,2019-02-23
17228,In My Head,Ariana Grande,4665264,2019-02-22,2019-02-23
17229,Lucid Dreams,Juice WRLD,4616020,2019-02-22,2019-02-23
17230,Leave Me Alone,Flipp Dinero,4595116,2019-02-22,2019-02-23
17231,Money,Cardi B,4559599,2019-02-22,2019-02-23
17232,Wake Up in the Sky,Gucci Mane,4441585,2019-02-22,2019-02-23
17233,Armed And Dangerous,Juice WRLD,4352250,2019-02-22,2019-02-23
17234,SAD!,XXXTENTACION,4294428,2019-02-22,2019-02-23
17235,Better,Khalid,4205480,2019-02-22,2019-02-23
17236,Eastside,"benny blanco, Halsey, Khalid, Halsey, Khalid",4191258,2019-02-22,2019-02-23
17237,Better Now,Post Malone,4182498,2019-02-22,2019-02-23
17238,Make Up,Ariana Grande,4040333,2019-02-22,2019-02-23
17239,Splashin,Rich The Kid,4039292,2019-02-22,2019-02-23
17240,11 Minutes,"YUNGBLUD, Halsey",3888278,2019-02-22,2019-02-23
17241,Nights Like This,Kehlani,3835497,2019-02-22,2019-02-23
17242,Startender,A Boogie Wit da Hoodie,3791861,2019-02-22,2019-02-23
17243,Shallow,Lady Gaga,3697933,2019-02-22,2019-02-23
17244,Who Do You Love,The Chainsmokers,3650096,2019-02-22,2019-02-23
17245,Moonlight,XXXTENTACION,3648796,2019-02-22,2019-02-23
17246,High Hopes,Panic! At The Disco,3628212,2019-02-22,2019-02-23
17247,Space Cadet,Metro Boomin,3533505,2019-02-22,2019-02-23
17248,when the party's over,Billie Eilish,3334400,2019-02-22,2019-02-23
17249,Envy Me,Calboy,3318194,2019-02-22,2019-02-23
17250,lovely,Billie Eilish,3307451,2019-02-22,2019-02-23
17251,Saturday Nights,Khalid,3293369,2019-02-22,2019-02-23
17252,Keanu Reeves,Logic,3271863,2019-02-22,2019-02-23
17253,MIA,Bad Bunny,3269519,2019-02-22,2019-02-23
17254,Think About You,Kygo,3201600,2019-02-22,2019-02-23
17255,Pure Cocaine,Lil Baby,3129641,2019-02-22,2019-02-23
17256,rockstar,Post Malone,3107628,2019-02-22,2019-02-23
17257,Jocelyn Flores,XXXTENTACION,3096752,2019-02-22,2019-02-23
17258,Mixed Personalities,YNW Melly,3021371,2019-02-22,2019-02-23
17259,Taste,Tyga,2977995,2019-02-22,2019-02-23
17260,Nonstop,Drake,2976224,2019-02-22,2019-02-23
17261,Let Me Down Slowly,Alec Benjamin,2974154,2019-02-22,2019-02-23
17262,I Like It,Cardi B,2936505,2019-02-22,2019-02-23
17263,Noticed,Lil Mosey,2892663,2019-02-22,2019-02-23
17264,YOSEMITE,Travis Scott,2886242,2019-02-22,2019-02-23
17265,Sweet but Psycho,Ava Max,2797516,2019-02-22,2019-02-23
17266,Calling My Spirit,Kodak Black,2783754,2019-02-22,2019-02-23
17267,Never Go Back,Dennis Lloyd,2778799,2019-02-22,2019-02-23
17268,365,Zedd,2741168,2019-02-22,2019-02-23
17269,I Fall Apart,Post Malone,2710274,2019-02-22,2019-02-23
17270,Yes Indeed,Lil Baby,2706866,2019-02-22,2019-02-23
17271,Nuketown,Ski Mask The Slump God,2687960,2019-02-22,2019-02-23
17272,Psycho,Post Malone,2683930,2019-02-22,2019-02-23
17273,Bohemian Rhapsody - Remastered 2011,Queen,2671383,2019-02-22,2019-02-23
17274,All Girls Are The Same,Juice WRLD,2668278,2019-02-22,2019-02-23
17275,Best Part,H.E.R.,2665347,2019-02-22,2019-02-23
17276,Taki Taki,"DJ Snake, Selena Gomez, Ozuna, Cardi B",2642173,2019-02-22,2019-02-23
17277,idontwannabeyouanymore,Billie Eilish,2616888,2019-02-22,2019-02-23
17278,Fuck Love,XXXTENTACION,2610085,2019-02-22,2019-02-23
17279,Be Alright,Dean Lewis,2574189,2019-02-22,2019-02-23
17280,Roses,"benny blanco, Juice WRLD",2550285,2019-02-22,2019-02-23
17281,No Stylist,French Montana,2514771,2019-02-22,2019-02-23
17282,10 Freaky Girls,"Metro Boomin, 21 Savage",2509562,2019-02-22,2019-02-23
17283,God's Plan,Drake,2485239,2019-02-22,2019-02-23
17284,Youngblood,5 Seconds of Summer,2480673,2019-02-22,2019-02-23
17285,No Tears Left To Cry,Ariana Grande,2470049,2019-02-22,2019-02-23
17286,Beautiful,Bazzi,2438017,2019-02-22,2019-02-23
17287,Fine China,Future,2436198,2019-02-22,2019-02-23
17288,Secreto,Anuel AA,2389408,2019-02-22,2019-02-23
17289,Look Alive,BlocBoy JB,2384871,2019-02-22,2019-02-23
17290,Speed It Up,Gunna,2360308,2019-02-22,2019-02-23
17291,Ric Flair Drip (& Metro Boomin),Offset,2360058,2019-02-22,2019-02-23
17292,Bleed It,Blueface,2358636,2019-02-22,2019-02-23
17293,Faucet Failure,Ski Mask The Slump God,2351189,2019-02-22,2019-02-23
17294,BAD!,XXXTENTACION,2323228,2019-02-22,2019-02-23
17295,whoa (mind in awe),XXXTENTACION,2319949,2019-02-22,2019-02-23
17296,changes,XXXTENTACION,2318354,2019-02-22,2019-02-23
17297,Close To Me,"Ellie Goulding, Diplo",2317015,2019-02-22,2019-02-23
17298,First Off,Future,2300211,2019-02-22,2019-02-23
17299,KIKA,6ix9ine,2254187,2019-02-22,2019-02-23
17300,Lean Wit Me,Juice WRLD,2247029,2019-02-22,2019-02-23
17301,Crushed Up,Future,2240458,2019-02-22,2019-02-23
17302,I Like Me Better,Lauv,2191141,2019-02-22,2019-02-23
17303,ocean eyes,Billie Eilish,2173665,2019-02-22,2019-02-23
17304,Don't Call Me Up,Mabel,2171913,2019-02-22,2019-02-23
17305,bellyache,Billie Eilish,2160425,2019-02-22,2019-02-23
17306,Congratulations,Post Malone,2152367,2019-02-22,2019-02-23
17307,monster,21 Savage,2139027,2019-02-22,2019-02-23
17308,This Feeling,The Chainsmokers,2127388,2019-02-22,2019-02-23
17309,XO TOUR Llif3,Lil Uzi Vert,2127089,2019-02-22,2019-02-23
17310,"Never Recover (Lil Baby & Gunna, Drake)",Lil Baby,2124322,2019-02-22,2019-02-23
17311,Beautiful Crazy,Luke Combs,2106613,2019-02-22,2019-02-23
17312,No Role Modelz,J. Cole,2094550,2019-02-22,2019-02-23
17313,Girls Like You,Maroon 5,2088332,2019-02-22,2019-02-23
17314,Meant to Be,Bebe Rexha,2084962,2019-02-22,2019-02-23
17315,FEFE,6ix9ine,2076365,2019-02-22,2019-02-23
17316,Sauce!,XXXTENTACION,2049464,2019-02-22,2019-02-23
17317,TAlk tO Me,"Tory Lanez, Rich The Kid",2021745,2019-02-22,2019-02-23
17318,In My Feelings,Drake,2013712,2019-02-22,2019-02-23
17319,1400 / 999 Freestyle,Trippie Redd,1998944,2019-02-22,2019-02-23
17320,goosebumps,Travis Scott,1995882,2019-02-22,2019-02-23
17321,Arms Around You,XXXTENTACION,1990023,2019-02-22,2019-02-23
17322,Close Friends (Lil Baby & Gunna),Lil Baby,1989783,2019-02-22,2019-02-23
17323,Tequila,Dan + Shay,1983724,2019-02-22,2019-02-23
17324,Everybody Dies In Their Nightmares,XXXTENTACION,1959726,2019-02-22,2019-02-23
17325,Project Dreams,Marshmello,1959412,2019-02-22,2019-02-23
17326,Demons and Angels,A Boogie Wit da Hoodie,1954001,2019-02-22,2019-02-23
17327,Falling Down - Bonus Track,Lil Peep,1951634,2019-02-22,2019-02-23
17328,Breathin,Ariana Grande,1943003,2019-02-22,2019-02-23
17329,Topanga,Trippie Redd,1942023,2019-02-22,2019-02-23
17330,HUMBLE.,Kendrick Lamar,1931629,2019-02-22,2019-02-23
17331,Mine,Bazzi,1926613,2019-02-22,2019-02-23
17332,BIG BANK,YG,1925920,2019-02-22,2019-02-23
17333,Don't Stop Me Now - Remastered,Queen,1919720,2019-02-22,2019-02-23
17334,Twerk,City Girls,1917722,2019-02-22,2019-02-23
17335,Nice For What,Drake,1914971,2019-02-22,2019-02-23
17336,Last Hurrah,Bebe Rexha,1914164,2019-02-22,2019-02-23
17337,Best I Ever Had,Drake,1904334,2019-02-22,2019-02-23
17338,Young Dumb & Broke,Khalid,1903438,2019-02-22,2019-02-23
17339,Lost In Japan,Shawn Mendes,1893525,2019-02-22,2019-02-23
17340,Speechless,Dan + Shay,1891754,2019-02-22,2019-02-23
17341,Con Calma,Daddy Yankee,1881810,2019-02-22,2019-02-23
17342,I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),Lil Peep,1879797,2019-02-22,2019-02-23
17343,Love Lies,"Khalid, Normani",1854135,2019-02-22,2019-02-23
17344,SLOW DANCING IN THE DARK,Joji,1853359,2019-02-22,2019-02-23
17345,Kamikaze,Lil Mosey,1843848,2019-02-22,2019-02-23
17346,Walk,Comethazine,1803829,2019-02-22,2019-02-23
17347,Lost in the Fire,Gesaffelstein,1803334,2019-02-22,2019-02-23
17348,Trip,Ella Mai,1799159,2019-02-22,2019-02-23
17349,Location,Khalid,1796163,2019-02-22,2019-02-23
17350,Calma - Remix,Pedro Capó,1790133,2019-02-22,2019-02-23
17351,Rainbow,Kacey Musgraves,1779563,2019-02-22,2019-02-23
17352,Candy Paint,Post Malone,1761926,2019-02-22,2019-02-23
17353,"Swan Song (From the Motion Picture ""Alita: Battle Angel"")",Dua Lipa,1751451,2019-02-22,2019-02-23
17354,The Middle,Zedd,1722415,2019-02-22,2019-02-23
17355,Wasted,Juice WRLD,1703354,2019-02-22,2019-02-23
17356,Plug Walk,Rich The Kid,1703321,2019-02-22,2019-02-23
17357,Another One Bites The Dust - Remastered 2011,Queen,1685149,2019-02-22,2019-02-23
17358,Look At Me!,XXXTENTACION,1675239,2019-02-22,2019-02-23
17359,God Is A Woman,Ariana Grande,1673245,2019-02-22,2019-02-23
17360,Everyday,Logic,1671679,2019-02-22,2019-02-23
17361,Lucky You,Eminem,1660565,2019-02-22,2019-02-23
17362,Hide,Juice WRLD,1655869,2019-02-22,2019-02-23
17363,Silence,Marshmello,1654524,2019-02-22,2019-02-23
17364,Say You Won't Let Go,James Arthur,1648284,2019-02-22,2019-02-23
17365,Ruin My Life,Zara Larsson,1647555,2019-02-22,2019-02-23
17366,Nothing Breaks Like a Heart,Mark Ronson,1639369,2019-02-22,2019-02-23
17367,Lust,Lil Skies,1633916,2019-02-22,2019-02-23
17368,Baila Baila Baila,Ozuna,1621700,2019-02-22,2019-02-23
17369,Hope,XXXTENTACION,1610246,2019-02-22,2019-02-23
17370,Bones,Galantis,1600690,2019-02-22,2019-02-23
17371,New Patek,Lil Uzi Vert,1600396,2019-02-22,2019-02-23
17372,Natural,Imagine Dragons,1587879,2019-02-22,2019-02-23
17373,Black & White,Juice WRLD,1584989,2019-02-22,2019-02-23
17374,I Love It (& Lil Pump),Kanye West,1581552,2019-02-22,2019-02-23
17375,STARGAZING,Travis Scott,1578836,2019-02-22,2019-02-23
17376,Almost (Sweet Music),Hozier,1563842,2019-02-22,2019-02-23
17377,Nowadays,Lil Skies,1560093,2019-02-22,2019-02-23
17378,One Call,Gunna,1557641,2019-02-22,2019-02-23
17379,Praise The Lord (Da Shine),A$AP Rocky,1557262,2019-02-22,2019-02-23
17380,my boy,Billie Eilish,1553374,2019-02-22,2019-02-23
17381,Bodak Yellow,Cardi B,1544792,2019-02-22,2019-02-23
17382,Let Me Go,"Hailee Steinfeld, Alesso, Florida Georgia Line, watt",1540980,2019-02-22,2019-02-23
17383,Solo de Mi,Bad Bunny,1536625,2019-02-22,2019-02-23
17384,REEL IT IN,Aminé,1535719,2019-02-22,2019-02-23
17385,Pretty Little Fears,6LACK,1533237,2019-02-22,2019-02-23
17386,can't leave without it,21 Savage,1527359,2019-02-22,2019-02-23
17387,Bank Account,21 Savage,1526416,2019-02-22,2019-02-23
17388,1 SIDED LOVE,blackbear,1525582,2019-02-22,2019-02-23
17389,Perfect,Ed Sheeran,1524650,2019-02-22,2019-02-23
17390,you should see me in a crown,Billie Eilish,1522872,2019-02-22,2019-02-23
17391,All The Stars,"Kendrick Lamar, SZA",1521455,2019-02-22,2019-02-23
17392,Let You Down,NF,1514555,2019-02-22,2019-02-23
17393,Girls Have Fun,Tyga,1508667,2019-02-22,2019-02-23
17394,Thunder,Imagine Dragons,1507907,2019-02-22,2019-02-23
17595,I Don't Care,"Ed Sheeran, Justin Bieber",14218045,2019-05-17,2019-05-18
17596,bad guy,Billie Eilish,10622252,2019-05-17,2019-05-18
17597,Old Town Road,Lil Nas X,10530838,2019-05-17,2019-05-18
17598,Homicide,Logic,9105962,2019-05-17,2019-05-18
17599,If I Can't Have You,Shawn Mendes,8425599,2019-05-17,2019-05-18
17600,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,7713604,2019-05-17,2019-05-18
17601,Truth Hurts,Lizzo,7414311,2019-05-17,2019-05-18
17602,ME!,Taylor Swift,6553789,2019-05-17,2019-05-18
17603,Talk,Khalid,6504638,2019-05-17,2019-05-18
17604,Suge,DaBaby,6462100,2019-05-17,2019-05-18
17605,MIDDLE CHILD,J. Cole,6306081,2019-05-17,2019-05-18
17607,Swervin,A Boogie Wit da Hoodie,5647658,2019-05-17,2019-05-18
17608,Pop Out,Polo G,5623325,2019-05-17,2019-05-18
17609,Wow.,Post Malone,5443962,2019-05-17,2019-05-18
